ZONING_ID,ZONING,ZONE_FILE,PD_USE,PD_DENSITY,DEV_AS_PD,COLOR_CODE,TOPOLOGY_VALIDATION
3677,R-1-5,,,0,,1,Yes
5106,A(PD),94011,Res,17,Yes,2,Yes
5051,A(PD),86002,PQP,0,,16,Yes
6726,R-M,,,0,,3,Yes
3805,R-1-8,,,0,,1,Yes
3806,R-1-8,,,0,,1,Yes
4125,R-2,,,0,,2,Yes
3574,R-1-1,,,0,,1,Yes
3579,R-1-5,,,0,,1,Yes
5943,R-1-5(PD),77104,Res,4.4,Yes,1,Yes
3582,R-1-1,,,0,,1,Yes
8098,R-1-8(PD),11008,Res,4.5,Yes,1,Yes
5981,A,78130,,0,,17,Yes
4097,CO,,,0,,4,Yes
4100,R-2,,,0,,2,Yes
4102,R-2,,,0,,2,Yes
3825,R-1-8,,,0,,1,Yes
3826,R-M,,,0,,3,Yes
3827,R-1-8(PD),71217,Res,6.5,Yes,1,Yes
7471,R-2,09013,,0,,2,Yes
7470,R-1-8,,,0,,1,Yes
4248,R-1-8(PD),70049,Res,16,Yes,2,Yes
6441,R-2,,,0,,2,Yes
5053,A(PD),06100,PQP,0,,16,No
6442,CO,60068,,0,,4,Yes
6443,CP,,,0,,5,Yes
7073,A(PD),02073,PQP,0,,16,Yes
6127,A(PD),96075,Res,35.8,Yes,3,Yes
6128,A(PD),96050,Com,0,,6,Yes
3680,A(PD),92013,Res,8.3,Yes,2,Yes
7602,LI,,,0,,14,Yes
7603,A(PD),94008,Res,35.2,Yes,3,Yes
5830,R-M,,,0,,3,Yes
4881,A(PD),80229,Res,19.6,Yes,2,Yes
4882,A,,,0,,17,Yes
5831,A(PD),80196,Res,18.1,Yes,2,Yes
6163,R-1-8(PD),71144,Res,10.7,Yes,2,Yes
4885,A,80171,,0,,17,Yes
3533,R-2,63069,,0,,2,Yes
3534,A(PD),76052,Com,0,,6,Yes
3535,CP,,,0,,5,Yes
3536,CG,94032,,0,,7,Yes
5861,A(PD),77084,Res,22.5,Yes,2,Yes
3750,A(PD),78094,Res,28.3,Yes,3,Yes
3843,A(PD),75088,Com,0,,6,Yes
3844,A(PD),00125,Res,10,Yes,2,Yes
3846,LI,,,0,,14,Yes
3851,R-1-8(PD),73132,Res,6.4,No,1,Yes
5687,A(PD),02033,Res,35,Yes,3,Yes
6125,WATER,,,0,,19,Yes
3547,A(PD),80042,Res,14.7,Yes,2,Yes
3548,A(PD),84018,Res,23.1,Yes,2,Yes
6009,R-2,,,0,,2,Yes
3793,A(PD),89126,Com,0,,6,Yes
3794,A(PD),77044,Res,12,Yes,2,Yes
6010,CO,84048,,0,,4,Yes
6561,CG,,,0,,7,No
3709,R-1-8(PD),74084,Res,7.5,Yes,1,Yes
6012,CO,65042,,0,,4,Yes
3812,A(PD),80254,Res,20,Yes,2,Yes
3813,A(PD),82015,Res,40,Yes,3,Yes
6015,A(PD),01036,Com,0,,6,Yes
3815,R-2,77151,,0,,2,Yes
3816,R-1-5,,,0,,1,Yes
6625,A(PD),07022,Res,15,Yes,2,Yes
5859,A(PD),91004,Res,15.3,Yes,2,Yes
3669,CP,,,0,,5,Yes
3777,CO,,,0,,4,Yes
3779,R-1-8(PD),87016,Res,5.3,Yes,1,Yes
4050,CG,,,0,,7,Yes
4051,A(PD),92062,Res,38.4,Yes,3,Yes
4108,R-2,,,0,,2,Yes
5668,A(PD),84034,Res,12,Yes,2,Yes
5661,R-2,,,0,,2,Yes
3573,CP,00050,,0,,5,Yes
5662,R-1-8(PD),71159,Res,24.7,Yes,2,Yes
3650,CP,,,0,,5,Yes
3651,A(PD),00069,Com,0,,6,Yes
3930,WATER,,,0,,19,Yes
5669,A,,,0,,17,Yes
6031,A(PD),83052,Res,10.4,Yes,2,Yes
4147,R-2,64168,,0,,2,Yes
4014,A(PD),88087,Mix,110,Yes,18,Yes
6800,IP(PD),04031,OS,0,,17,Yes
6563,A(PD),06009,Com,0,,6,Yes
6801,IP(PD),04031,Res,17,Yes,2,No
7212,IP(PD),04031,Ind,0,,13,No
3839,A(PD),75088,Res,6.4,Yes,1,Yes
3840,A(PD),91077,PQP,0,,16,Yes
3660,A(PD),03066,Res,8.3,Yes,2,Yes
3661,A(PD),98008,Res,8.9,Yes,2,Yes
3662,R-2,77100,,0,,2,Yes
3663,R-2,,,0,,2,Yes
6782,R-M,,,0,,3,Yes
3537,CN,71073,,0,,6,Yes
3538,A(PD),86062,Com,0,,6,Yes
3539,CG,,,0,,7,Yes
3540,A(PD),79004,Res,29,Yes,3,Yes
3541,WATER,,,0,,19,Yes
3542,A(PD),85030,Res,24.7,Yes,2,Yes
3786,CP,,,0,,5,Yes
3788,R-M(PD),78200,Res,19.8,Yes,2,Yes
3789,R-1-5,90109,,0,,1,Yes
3790,CN,96016,,0,,6,Yes
3791,R-1-5,,,0,,1,Yes
3792,CP,72152,,0,,5,Yes
6025,R-M,,,0,,3,Yes
6336,CP(PD),69098,Com,0,,5,Yes
3835,A(PD),01063,PQP,0,,16,Yes
3836,CP,,,0,,5,Yes
3837,A(PD),89103,Res,9.3,Yes,2,Yes
3664,R-1-1,,,0,,1,Yes
3772,R-2,68129,,0,,2,Yes
7647,A(PD),86017,PQP,0,,16,Yes
8190,PQP,,,0,,16,Yes
3943,R-1-8,,,0,,1,Yes
8221,PQP,14-048,,0,,16,
8188,CG,,,0,,7,Yes
3623,A(PD),76032,OS,0,,17,Yes
3563,CP,,,0,,5,Yes
5688,R-1-1,,,0,,1,Yes
5690,A(PD),07012,Res,15.7,Yes,2,Yes
3568,A(PD),03088,Res,19.4,Yes,2,Yes
3646,R-2,,,0,,2,Yes
4644,R-M,03037,,0,,3,Yes
4669,A(PD),03071,Res,73.4,Yes,3,Yes
6482,CN,,,0,,6,Yes
6483,A(PD),98031,Com,0,,6,Yes
4939,A(PD),88060,Res,3.7,Yes,1,Yes
5987,A(PD),94041,Res,2.7,Yes,1,Yes
6484,R-2,,,0,,2,Yes
6518,R-1-8(PD),74030,Res,7.8,Yes,1,Yes
3656,CN,,,0,,6,Yes
6130,R-2,68176,,0,,2,Yes
4188,R-M(PD),70107,Res,14.5,Yes,2,Yes
3949,A(PD),83081,Ind,0,,13,Yes
3817,A(PD),80242,Res,10.5,Yes,2,Yes
3818,CP,80060,,0,,5,Yes
4841,R-1-8,,,0,,1,Yes
3617,A,,,0,,17,Yes
4817,A(PD),08032,OS,0,,17,Yes
4493,R-1-5,73101,,0,,1,Yes
4348,R-1-8(PD),70018,Res,10,No,1,Yes
4494,A(PD),06103,Com,0,,6,Yes
4121,A(PD),99025,Res,8,Yes,1,Yes
4122,A(PD),97059,Res,7,Yes,1,Yes
4127,R-2,,,0,,2,Yes
5974,A(PD),92032,Res,5,Yes,1,Yes
3629,R-1-8,,,0,,1,Yes
3630,R-1-8(PD),73095,Res,7.5,No,1,Yes
5999,CP,61030,,0,,5,Yes
6000,A(PD),77229,Res,9.7,Yes,2,Yes
3633,A(PD),81139,Res,5.2,Yes,1,Yes
3795,A(PD),88024,Res,9.1,Yes,2,Yes
3796,R-2,,,0,,2,Yes
5986,A(PD),94041,Res,2.7,Yes,1,Yes
4592,A(PD),02058,Res,20,Yes,2,Yes
4595,R-M,,,0,,3,Yes
5063,A(PD),04111,Com,0,,6,Yes
5356,A(PD),94009,Res,6,Yes,1,Yes
5357,A(PD),94009,Res,6,Yes,1,Yes
7282,A(PD),88093,Res,2,Yes,1,Yes
7294,R-1-8(PD),70097,Res,8.6,No,2,Yes
7295,R-1-8,,,0,,1,Yes
5922,R-2,,,0,,2,Yes
5924,A(PD),97014,OS,0,,17,Yes
6004,A(PD),98001,Ind,0,,13,Yes
5983,R-2,,,0,,2,Yes
6033,R-M(PD),76053,Res,12.1,Yes,2,Yes
4713,LI,,,0,,14,Yes
5710,A(PD),86006,Res,7.9,Yes,1,Yes
4715,A(PD),01085,Res,65,Yes,3,Yes
5162,A,,,0,,17,Yes
5163,A(PD),04085,Res,14.2,Yes,2,Yes
6155,A(PD),85081,Com,0,,6,Yes
5199,CP,,,0,,5,Yes
5200,R-2,,,0,,2,Yes
5201,R-M,,,0,,3,Yes
6156,CO,,,0,,4,Yes
7207,CP(PD),05039,Mix,0,,5,Yes
6890,R-1-5,,,0,,1,Yes
6330,A(PD),90113,Res,10.2,Yes,2,Yes
5671,R-M,61139,,0,,3,Yes
6373,A(PD),94033,Res,3,Yes,1,Yes
5396,A(PD),91065,Res,1,Yes,1,Yes
5320,A(PD),91065,Res,1,Yes,1,Yes
5331,A(PD),91065,Res,1,Yes,1,Yes
5367,A(PD),91065,Res,1,Yes,1,Yes
5359,A(PD),91065,Res,1,Yes,1,Yes
5137,R-1-8(PD),70010,Res,6.5,Yes,1,Yes
5138,R-1-8(PD),70012,Res,6.5,Yes,1,Yes
5141,A(PD),74040,Com,0,,6,Yes
5434,A(PD),91065,Res,1,Yes,1,Yes
5444,A(PD),91065,Res,1,Yes,1,Yes
5460,A(PD),91065,PQP,0,,16,Yes
5456,A(PD),91065,PQP,0,,16,Yes
5467,A(PD),91065,Res,1,Yes,1,Yes
6537,R-2,,,0,,2,Yes
6538,R-M,,,0,,3,Yes
6539,R-1-8,,,0,,1,Yes
6748,A(PD),05060,OS,0,,17,Yes
6747,A(PD),05060,Res,39,Yes,3,Yes
4676,A(PD),77276,OS,0,,17,Yes
5110,IP,,,0,,13,Yes
5142,A(PD),05095,Mix,39.5,Yes,18,Yes
4488,A(PD),86070,Mix,0,Yes,18,Yes
5122,A,,,0,,17,Yes
5125,R-1-1,,,0,,1,Yes
7989,A(PD),13005,Res,9.1,Yes,2,Yes
8030,CIC,13052,,0,,11,Yes
8025,DC,13047,,0,,8,Yes
5060,A(PD),98027,Res,46.5,Yes,3,Yes
4619,A(PD),06099,Res,176,Yes,3,Yes
7438,A,,,0,,17,Yes
7441,A(PD),79130,OS,0,,17,Yes
6812,A(PD),07042,Com,0,,6,Yes
8011,CO,,,0,,4,Yes
7340,A(PD),85049,Res,16.9,Yes,2,Yes
7341,R-1-8(PD),69149,OS,0,,17,Yes
7342,R-M,71210,,0,,3,Yes
6977,CG,,,0,,7,Yes
6577,CP,07044,,0,,5,Yes
8013,CO,,,0,,4,Yes
8042,DC,,,0,,16,Yes
5819,A(PD),93019,Res,118.5,Yes,3,Yes
4876,R-M,,,0,,3,Yes
6279,CG(PD),PDC13-017,Hotel/Motel,0,,7,Yes
6282,CN,,,0,,6,Yes
6281,CG,04081,,0,,7,Yes
5985,A,,,0,,17,Yes
5126,A(PD),88128,Res,4.4,Yes,1,Yes
5606,A(PD),00008,Res,56.4,Yes,3,Yes
5910,CP,,,0,,5,Yes
5915,R-2,,,0,,2,Yes
5912,CP,,,0,,5,Yes
5913,CN,03067,,0,,6,Yes
4420,A(PD),99061,Ind,0,,13,Yes
7165,A(PD),81127,Com,0,,6,Yes
5361,A(PD),91065,Res,1,Yes,1,Yes
5596,CN,,,0,,6,Yes
6746,A(PD),05060,Res,39,Yes,3,Yes
6578,A(PD),98009,Res,35.7,Yes,3,Yes
6579,CG,,,0,,7,Yes
6925,R-1-5,,,0,,1,Yes
6927,A(PD),06082,Res,7.8,Yes,1,Yes
7407,A(PD),70043,Res,10.4,Yes,2,Yes
6895,A(PD),85116,Res,8.4,Yes,2,Yes
6007,R-2,76056,,0,,2,Yes
6008,A(PD),81093,OS,0,,17,Yes
6017,A(PD),99073,Res,75,Yes,3,Yes
6039,CP,,,0,,5,Yes
8173,A(PD),03028,Res,35.3,Yes,3,Yes
7394,CG,,,0,,7,Yes
4438,CN,,,0,,6,Yes
5588,R-2(PD),07004,Res,13.2,Yes,2,Yes
5914,R-2,,,0,,2,Yes
5302,A(PD),91065,Res,1,Yes,1,Yes
5323,A(PD),91065,Res,1,Yes,1,Yes
4630,R-1-8,06036,,0,,1,Yes
6277,A(PD),86075,Ind,0,,13,Yes
4582,R-1-8(PD),67018,Res,17.5,Yes,2,Yes
6955,R-1-8,,,0,,1,Yes
5202,A(PD),01089,Res,71,Yes,3,Yes
6278,A(PD),82031,Ind,0,,13,Yes
4495,R-1-8(PD),73096,Res,8,Yes,1,Yes
6302,A(PD),78128,Res,8.5,Yes,2,Yes
6471,A(PD),07015,Res,24,Yes,2,Yes
7662,A(PD),08061,Mix,117,Yes,18,Yes
7928,CG,13001,,0,,7,Yes
5590,CP,,,0,,5,Yes
5921,CP,,,0,,5,Yes
4886,R-2(PD),77099,Res,9.6,Yes,2,Yes
7628,CN,,,0,,6,Yes
7252,A(PD),96030,Res,1.7,Yes,1,Yes
7657,R-1-5,,,0,,1,Yes
7255,R-2,80049,,0,,2,Yes
7257,A(PD),98041,Res,2.4,Yes,1,Yes
7629,CP,,,0,,5,Yes
6366,R-M(PD),77091,Res,12.7,Yes,2,Yes
5470,A(PD),91065,Res,1,Yes,1,Yes
5473,A(PD),91065,Res,1,Yes,1,Yes
5602,A(PD),93042,Res,7.7,Yes,1,Yes
6369,A(PD),85114,Res,4.6,Yes,1,Yes
7619,R-M,,,0,,3,Yes
6472,A(PD),07015,Mix,80,Yes,18,No
6473,A(PD),07015,Res,80,Yes,3,No
5400,A(PD),91065,Res,1,Yes,1,Yes
5815,CG,,,0,,7,Yes
5816,A(PD),08052,Com,0,,6,Yes
7615,A,,,0,,17,Yes
4890,A(PD),76138,Res,8,Yes,1,Yes
5014,A(PD),05106,Res,21,Yes,2,Yes
4897,A,,,0,,17,Yes
5616,A(PD),80108,Res,21.5,Yes,2,Yes
7722,A(PD),10018,Com,0,,6,Yes
5618,A,,,0,,17,Yes
7232,WATER,,,0,,19,Yes
7543,A(PD),09010,Res,2.2,Yes,1,Yes
5403,A(PD),91065,Res,1,Yes,1,Yes
5408,A(PD),91065,Res,1,Yes,1,Yes
7839,A(PD),91065,OS,0,,17,Yes
7840,A(PD),91065,Res,1,Yes,1,Yes
5582,A(PD),09006,OS,0,,17,No
5593,CG,,,0,,7,Yes
7948,CP,,,0,,5,Yes
5626,LI,,,0,,14,Yes
7402,A(PD),97054,Res,9.3,Yes,2,Yes
5628,A(PD),05013,Res,25.9,Yes,3,Yes
5642,A(PD),09025,Res,19.7,Yes,2,Yes
7952,R-M(PD),12014,Res,13.8,Yes,2,Yes
7955,A,,,0,,17,Yes
5862,R-M,,,0,,3,Yes
7160,A(PD),08038,Res,43.8,Yes,3,Yes
7233,WATER,,,0,,19,Yes
5002,A(PD),06084,Res,29,Yes,3,Yes
6088,IP,,,0,,13,Yes
6729,HI,,,0,,15,Yes
6107,R-2,,,0,,2,Yes
4604,A(PD),96071,Res,42.4,Yes,3,Yes
4608,R-2,,,0,,2,Yes
6492,CP,,,0,,5,Yes
4609,R-M,,,0,,3,Yes
4705,R-1-1,91030,,0,,1,Yes
5597,A(PD),91016,Com,0,,6,Yes
6493,LI,,,0,,14,Yes
4461,R-1-8(PD),73078,Res,6.7,Yes,1,Yes
5360,A(PD),91065,Res,1,Yes,1,Yes
5203,R-M,,,0,,3,Yes
5205,A,76022,,0,,17,Yes
5651,R-1-8(PD),71124,OS,0,,17,Yes
5707,LI(PD),71136,Ind,0,,14,Yes
4914,A(PD),90085,Res,9.9,Yes,2,Yes
6116,R-1-8(PD),77255,Res,8,Yes,1,Yes
6728,IP,,,0,,13,Yes
4983,A(PD),05099,Res,67,Yes,3,Yes
5077,CG,,,0,,7,Yes
5078,A(PD),06064,Com,0,,6,Yes
5991,A(PD),91006,Res,0.7,Yes,1,Yes
6110,R-M,,,0,,3,Yes
5327,A(PD),91065,Res,1,Yes,1,Yes
5329,A(PD),91065,Res,1,Yes,1,Yes
5325,A(PD),91065,Res,1,Yes,1,Yes
5332,A(PD),91065,Res,1,Yes,1,Yes
5934,A(PD),69061,Res,13.7,Yes,2,Yes
5933,A(PD),03040,Ind,0,,13,Yes
4760,A(PD),81152,Res,20,Yes,2,Yes
4761,R-M,81075,,0,,3,Yes
4766,CP,,,0,,5,Yes
4849,R-1-5(PD),68169,Res,3.5,Yes,1,Yes
4750,A(PD),78107,Res,7.3,Yes,1,Yes
7166,A(PD),76016,Com,0,,6,Yes
6133,CP,,,0,,5,Yes
6134,CG,62064,,0,,7,Yes
5397,A(PD),91065,Res,1,Yes,1,Yes
5658,OS,88066,,0,,17,No
5659,CO,,,0,,4,No
5664,A(PD),99055,Res,15.4,Yes,2,Yes
5120,A(PD),88034,Res,25.6,Yes,3,Yes
5121,A(PD),88034,Com,0,,6,Yes
5647,A(PD),81021,Res,10.5,Yes,2,Yes
5410,A(PD),91065,Res,1,Yes,1,Yes
4763,CO,67113,,0,,4,Yes
5603,CO,,,0,,4,Yes
4765,A(PD),98040,Res,12.5,Yes,2,Yes
5093,R-1-8(PD),77080,Res,7.6,Yes,1,Yes
5919,A(PD),83078,Res,5.4,Yes,1,Yes
4808,A(PD),06090,Com,0,,6,Yes
4811,A(PD),08068,Res,15,Yes,2,Yes
7303,R-1-8(PD),73030,Res,9.3,Yes,2,Yes
4860,A(PD),06095,Com,0,,6,Yes
8046,A(PD),91081,OS,0,,17,Yes
5665,R-M(PD),76127,Res,14.3,Yes,2,Yes
5818,A(PD),12009,Mix,29.2,Yes,18,Yes
5871,R-MH,80171,,0,,2,Yes
5935,R-1-8(PD),70131,OS,0,,17,No
5966,R-1-8,,,0,,1,Yes
5412,A(PD),91065,Res,1,Yes,1,Yes
5414,A(PD),91065,Res,1,Yes,1,Yes
5417,A(PD),91065,Res,1,Yes,1,Yes
5435,A(PD),91065,Res,1,Yes,1,Yes
5448,A(PD),91065,Res,1,Yes,1,Yes
7020,CP,,,0,,5,Yes
4912,A(PD),91012,Res,10,Yes,2,Yes
5099,R-M,,,0,,3,Yes
5390,A(PD),91065,Res,1,Yes,1,Yes
5368,A(PD),91065,Res,1,Yes,1,Yes
5176,A,,,0,,17,Yes
4702,CP,,,0,,5,Yes
4703,A(PD),06059,Ind,0,,13,
5889,A(PD),03057,OS,0,,17,Yes
5967,A(PD),72011,Res,7.8,Yes,1,Yes
6784,R-M,,,0,,3,Yes
1892,R-1-8,,,0,,1,Yes
4706,R-1-5,80059,,0,,1,Yes
7021,CP,,,0,,5,Yes
7039,CN,08021,,0,,6,Yes
7040,R-1-5,,,0,,1,Yes
7041,R-1-8(PD),73002,Com,0,,6,Yes
7042,CP,,,0,,5,Yes
7044,A(PD),87015,Com,0,,6,Yes
4916,A(PD),85007,Res,11.9,Yes,2,Yes
4917,A(PD),86052,Res,10.8,Yes,2,Yes
6164,R-M(PD),77009,Res,12.3,Yes,2,Yes
5184,R-1-8(PD),74031,Res,7,Yes,1,Yes
5891,R-M,,,0,,3,Yes
4602,A(PD),02091,Res,4.3,Yes,1,Yes
6622,R-M,,,0,,3,Yes
4915,A(PD),87076,Res,9.4,Yes,2,Yes
7743,A(PD),07033,OS,0,,17,Yes
4600,R-1-8,,,0,,1,Yes
7730,A(PD),07033,Com,0,,6,Yes
5347,A(PD),91065,Res,1,Yes,1,Yes
5355,A(PD),94009,Res,6,Yes,1,Yes
6910,A(PD),93037,Res,12.5,Yes,2,Yes
5614,A(PD),05064,Res,23,Yes,2,Yes
5928,A(PD),03021,Res,4,Yes,1,Yes
6455,A(PD),89106,Res,7.8,Yes,1,Yes
5542,R-1-8(PD),74054,Com,0,,6,Yes
5555,A(PD),87083,Res,6.7,Yes,1,Yes
5624,R-M,,,0,,3,Yes
5625,CP,,,0,,5,Yes
4507,A(PD),96078,Res,12.5,Yes,2,Yes
4508,R-M,80020,,0,,3,Yes
6620,R-M,,,0,,3,Yes
6623,A(PD),91068,Res,6.6,Yes,1,Yes
6624,A(PD),06066,Res,20.6,Yes,2,Yes
4553,A(PD),89111,Res,7.3,Yes,1,Yes
4551,R-1-8,05100,,0,,1,Yes
6087,HI,,,0,,15,Yes
5667,CP,,,0,,5,Yes
7890,R-M(PD),74080,Res,25.8,Yes,3,Yes
6912,A(PD),93037,OS,0,,17,Yes
6914,R-1-1,,,0,,1,Yes
6915,R-2,,,0,,2,Yes
6916,A(PD),01016,Res,5,Yes,1,Yes
5227,A(PD),98077,Res,8.3,Yes,2,Yes
7889,A(PD),08067,Res,30.3,Yes,3,Yes
4510,A(PD),85112,Res,6.5,Yes,1,Yes
4694,A(PD),06041,Res,13,Yes,2,Yes
4695,LI,,,0,,14,Yes
4697,A,91031,,0,,17,Yes
4554,R-1-8,,,0,,1,Yes
5016,R-1-5(CL),72004,Res,0,,1,Yes
4566,R-1-8(PD),67018,Res,7.3,No,1,Yes
7226,R-1-1,,,0,,1,Yes
7231,A,76165,,0,,17,Yes
4434,A(PD),95027,Res,22.3,Yes,2,Yes
5711,A(PD),99022,Res,13.2,Yes,2,Yes
5086,A(PD),03007,Com,0,,6,Yes
5738,CO,,,0,,4,Yes
5235,A(PD),98077,Res,8.3,Yes,2,Yes
5250,A(PD),98077,OS,0,,17,Yes
5244,A(PD),98077,Res,8.3,Yes,2,Yes
5253,A(PD),98077,Res,8.3,Yes,2,Yes
5240,A(PD),98077,Res,8.3,Yes,2,Yes
5254,A(PD),98077,Res,8.3,Yes,2,Yes
7855,CP,02088,,0,,5,Yes
4918,A(PD),88131,Res,10.1,Yes,2,Yes
4919,R-1-8,,,0,,1,Yes
4920,A,,,0,,17,Yes
4921,LI(PD),76172,Ind,0,No,14,Yes
4923,A,,,0,,17,Yes
7860,R-1-2(PD),11020,Res,4.4,Yes,1,Yes
5116,A(PD),90012,OS,0,,17,Yes
5177,R-1-8,,,0,,1,Yes
5178,A,,,0,,17,Yes
5179,CG,03070,,0,,7,Yes
5629,A(PD),81133,Res,17.7,Yes,2,Yes
5739,CN,,,0,,6,Yes
5740,A(PD),01049,Res,19.6,Yes,2,Yes
5968,R-1-8,,,0,,1,Yes
5734,CP,,,0,,5,Yes
4879,A,,,0,,17,Yes
5736,CG,,,0,,7,Yes
5737,R-2,,,0,,2,Yes
6058,CP,,,0,,5,Yes
5917,R-2,,,0,,2,Yes
6108,CO,78220,,0,,4,Yes
6109,R-1-8(PD),72078,Res,18.6,Yes,2,Yes
7745,R-1-5,,,0,,1,Yes
7550,LI,,,0,,14,Yes
7551,R-2,,,0,,2,No
7764,A(PD),03003,Res,1,Yes,1,Yes
7765,A(PD),03003,Res,1,Yes,1,Yes
7766,A(PD),03003,Res,1,Yes,1,Yes
7767,A(PD),03003,Res,1,Yes,1,Yes
7768,A(PD),03003,Res,1,Yes,1,Yes
6216,R-2,,,0,,2,Yes
6219,R-1-8,,,0,,1,Yes
7067,R-1-2,08020,,0,,1,Yes
7265,A(PD),85015,Res,11.3,Yes,2,Yes
7264,A(PD),99005,OS,0,,17,Yes
7769,A(PD),03003,Res,1,Yes,1,Yes
7815,A(PD),10001,Res,14,Yes,2,Yes
7836,A(PD),06067,Res,75,Yes,3,No
7812,A(PD),10001,Com,0,,6,Yes
7814,A(PD),10001,Com,0,,6,Yes
7837,A(PD),06067,OS,0,,17,No
7838,IP,,,0,,13,Yes
7842,R-2,,,0,,2,Yes
7862,A(PD),02102,Com,0,,6,No
7854,A(PD),77120,Res,11.5,Yes,2,Yes
7084,A(PD),04110,Res,2.9,Yes,1,Yes
7104,A(PD),05080,Res,19.2,Yes,2,Yes
7105,A(PD),04086,Com,0,,6,Yes
7106,CP,,,0,,5,Yes
7110,A(PD),95054,Com,0,,6,Yes
7109,A(PD),94022,Res,43,Yes,3,Yes
7314,A(PD),98048,Res,1.5,Yes,1,Yes
7315,A(PD),94005,Res,0.8,Yes,1,Yes
7373,CP,,,0,,5,Yes
7374,CP,,,0,,5,Yes
7037,R-2,,,0,,2,Yes
7093,A(PD),84044,Res,9.6,Yes,2,Yes
7864,R-M,,,0,,3,Yes
7871,A(PD),11003,Res,4.2,Yes,1,Yes
7868,A(PD),10018,Res,20.2,Yes,2,Yes
7876,IP,,,0,,13,Yes
7874,A(PD),11003,OS,0,,17,No
7875,A(PD),11003,PQP,0,,16,No
7990,A(PD),04044,Res,8.2,Yes,2,Yes
6553,R-1-1,,,0,,1,Yes
6554,A(PD),99053,Ind,0,,13,Yes
6921,A,,,0,,17,Yes
7149,A(PD),07083,Mix,66,Yes,18,Yes
7150,CP,,,0,,5,Yes
7151,CP,,,0,,5,Yes
7054,R-2,08021,,0,,2,Yes
6766,A(PD),79149,Res,27.3,Yes,3,Yes
7792,A(PD),03003,Res,1,Yes,1,Yes
6768,CN,,,0,,6,Yes
6769,A,,,0,,17,Yes
7794,R-1-8,,,0,,1,Yes
7234,WATER,,,0,,19,Yes
7797,LI,,,0,,14,Yes
7796,R-1-8(PD),11010,Res,6.5,Yes,1,Yes
7508,CO,,,0,,4,Yes
7877,CIC,12013,,0,,11,Yes
7880,CP,99014,,0,,5,Yes
7793,R-1-1,,,0,,1,Yes
7152,CN,,,0,,6,Yes
7305,R-1-8(PD),72096,Res,9.4,Yes,2,Yes
7154,A(PD),07046,Com,0,,6,Yes
6221,CO,,,0,,4,Yes
6222,CO(PD),79037,Com,0,,4,Yes
6223,A(PD),86051,Com,0,,6,Yes
6224,A(PD),88021,Com,0,,6,Yes
7302,A(PD),76099,Res,25,Yes,2,Yes
7380,LI,,,0,,14,Yes
7301,A(PD),76099,Res,6.6,Yes,1,Yes
7381,R-M,,,0,,3,Yes
7382,R-M,,,0,,3,Yes
7881,A(PD),08032,Res,33,Yes,3,Yes
7882,A(PD),12011,Res,33,Yes,3,Yes
7926,A(PD),06038,Res,55,Yes,3,No
7463,CN,,,0,,6,Yes
7462,R-M(PD),09017,Res,20.1,Yes,3,Yes
7456,R-M,,,0,,3,Yes
6225,A(PD),91051,Com,0,,6,Yes
6226,CG,,,0,,7,Yes
6228,A(PD),80163,Res,21.5,Yes,2,Yes
7259,A(PD),82050,Res,3.8,Yes,1,Yes
6517,R-1-8(PD),70070,Res,12.9,Yes,2,Yes
6519,R-1-8(PD),72049,Res,8.6,No,2,Yes
7019,LI,,,0,,14,Yes
8043,R-1-5,13039,,0,,1,Yes
8050,CG,,,0,,7,Yes
8047,A(PD),09007,Res,1.8,Yes,1,Yes
8051,CG,,,0,,7,Yes
8055,CIC,14010,,0,,11,Yes
6901,A,,,0,,17,Yes
7015,R-2,,,0,,2,Yes
7014,A(PD),08016,Res,16,Yes,2,Yes
6795,A(PD),00019,Res,15,Yes,2,Yes
6796,R-M(CL),69008,Res,0,,3,Yes
7111,CP,,,0,,5,Yes
7112,A(PD),02030,Res,52.3,Yes,3,Yes
7113,LI,,,0,,14,Yes
7114,A(PD),86020,Com,0,,6,Yes
7297,R-1-8(PD),70097,OS,0,,17,Yes
7118,A(PD),80267,Res,23.3,Yes,2,Yes
6555,A(PD),03047,Res,17.5,Yes,2,Yes
6825,CP,,,0,,5,Yes
7055,R-1-5,08021,,0,,1,Yes
6434,R-1-5,,,0,,1,Yes
6435,A(PD),02054,Res,10.7,Yes,2,Yes
6438,R-1-8,,,0,,1,Yes
8101,A(PD),13020,Res,11.2,Yes,2,Yes
7848,A(PD),08065,Res,1.9,Yes,1,Yes
7849,A(PD),79102,Res,2,Yes,1,Yes
7887,CP,,,0,,5,Yes
8059,CN,,,0,,6,Yes
8093,A(PD),77276,Res,4,Yes,1,Yes
8104,A(PD),14002,Mix,33,Yes,18,Yes
6303,R-2(PD),77063,Res,8.5,Yes,2,Yes
6304,R-1-8(PD),70195,Res,13.9,Yes,2,Yes
6734,R-1-8,93039,,0,,1,Yes
6833,A(PD),06131,Res,10,Yes,2,Yes
7308,R-1-8(PD),70030,Res,7.8,Yes,1,Yes
7310,R-1-8(PD),70030,OS,0,,17,Yes
7313,R-1-8(PD),70182,OS,0,,17,Yes
6229,A(PD),00003,Res,52,Yes,3,Yes
6230,CG,,,0,,7,Yes
6393,A(PD),03071,OS,0,,17,No
6437,R-M,,,0,,3,Yes
6439,CO,,,0,,4,Yes
7738,R-1-5,,,0,,1,Yes
