STM_OTF_ID,COMPKEY,COMPTYPE,TYPE,PCD_TYPE,PCD_IN_DAT,PCD_MANUF,STATUS,FLAP_BRAND,AGENCY,OWNER,QTR_PANEL,WATERWAY,MAJ_W_SHED,LONG_NAD83,LAT_NAD83,DETAL_LINK,QUALTY_LEV,REC_DRAW,OTH_PN_CRE,OTH_PN_MOD,CONST_DATE,ACCEP_DATE,AT_MOD_DAT,GE_MOD_DAT,MESSAGE
629,,87,Riprap,,,,EXISTING,Waterman,,San Jose,51D,Coyote Creek,Coyote,-121.88988,37.374711,,C2,-1,PP0104,,19630508000000,19640507000000,20110916122546,20110105150434,
630,,87,Pipe,,,,EXISTING,Waterman,,San Jose,51D,Coyote Creek,Coyote,-121.887395,37.37131,,C2,0,MGE,,,,20110916122546,20110108105155,
631,,87,Riprap,,,,EXISTING,Waterman,,San Jose,51C,Coyote Creek,Coyote,-121.903277,37.382066,,C2,0,MGE,,,,20111020104038,20110925142909,SLOW FLOW
634,,87,Riprap,,,,EXISTING,Waterman,,San Jose,51D,Coyote Creek,Coyote,-121.885619,37.369923,,C2,0,MGE,,,,20111020102648,20110105150435,MRF: MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls
635,,87,Riprap,,,,EXISTING,,,San Jose,51C,Coyote Creek,Coyote,-121.902294,37.381854,,C2,0,MGE,,,,20111020104038,20110925142744,
134,,87,Flapgate,,,,EXISTING,Armco,,San Jose,83C,Los Gatos Creek,Guadalupe River,-121.903014,37.321212,,C2,0,MGE,,,,20110916122544,20101104194826,MRF:Outfall isn‘t clearly visible on the orthophoto
2137,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,99D,Canoas Creek,Guadalupe River,-121.877395,37.287704,,C2,0,DD-0090,,20010716000000,,20110916122544,20101107002253,
2143,,87,Riprap,,,,EXISTING,,,San Jose,99D,Guadalupe River,Guadalupe River,-121.882709,37.288082,,C2,0,DD-0073,,20010720000000,,20110916122544,20101222170127,
2144,,87,Riprap,,,,EXISTING,,,San Jose,114B,Guadalupe River,Guadalupe River,-121.883198,37.28699,,C2,0,DD-0073,,20010720000000,,20110916122544,20110610185156,
2146,,87,Riprap,,,,EXISTING,,,San Jose,83B,Coyote Creek,Coyote,-121.870903,37.34048,,C2,0,DD-0116,,20010809000000,,20110916122544,20101105234924,MRF:Outfall isn‘t clearly visible on the orthophoto
2263,,87,Riprap,,,,EXISTING,,,San Jose,83C,Guadalupe River,Guadalupe River,-121.890789,37.317774,,C2,0,DD-0195,,20030910000000,,20110916122544,20101106231825,MRF:Outfall isn‘t clearly visible on the orthophoto
2270,,87,Riprap,,,,EXISTING,,,San Jose,99A,Los Gatos Creek,Guadalupe River,-121.907198,37.309968,,C2,0,DD-0237,,20031020000000,,20110916122544,20101106223447,MRF:Outfall isn‘t clearly visible on the orthophoto
2271,,87,Pipe,,,,EXISTING,,,San Jose,83C,Los Gatos Creek,Guadalupe River,-121.903866,37.314878,,C2,0,DD-0238,,20031020000000,,20110916122544,20101106234612,MRF:Outfall isn‘t clearly visible on the orthophoto
2379,,87,Flapgate,,,,EXISTING,Armco,,San Jose,83C,Los Gatos Creek,Guadalupe River,-121.901084,37.326268,,C2,0,DD-2218,,20080619000000,,20111020103201,20101116085716,"MRF:Outfall isn‘t clearly visible on the orthophoto,MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls"
2500,,87,Pipe,,,,EXISTING,,SCVWD,San Jose,83A,Guadalupe River,Guadalupe River,-121.902684,37.338377,,D2,-1,3-12873,,20060328000000,,20110113152217,20101105030412,MRF:Outfall isn‘t clearly visible on the orthophoto
2700,,87,Riprap,,,,EXISTING,,,San Jose,83A,Los Gatos Creek,Guadalupe River,-121.899173,37.332176,,C2,0,MGE,,,,20110916122544,20101107005033,"MRF:Outfall isn‘t clearly visible on the orthophoto,Singe outfall,MGE feature without any attribute"
2383,,87,Flapgate,,,,EXISTING,,,San Jose,83A,Los Gatos Creek,Guadalupe River,-121.899101,37.332416,,C2,0,DD-2665,,20080708000000,,20110916122544,20101026190900,"MRF:Outfall isn‘t clearly visible on the orthophoto,MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls"
1088,,87,Riprap,,,,EXISTING,,,San Jose,99A,Los Gatos Creek,Guadalupe River,-121.908963,37.308978,,C2,0,948125,928844,19960726000000,,20150102150445,20101106224538,
2101,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,99B,Guadalupe River,Guadalupe River,-121.885438,37.309504,,C2,0,DD-0142,,20021125000000,,20110916122544,20101026192721,
2104,,87,Riprap,,,,EXISTING,,,San Jose,99D,Guadalupe River,Guadalupe River,-121.880687,37.297375,,C2,0,DD-0056,,20010607000000,,20110916122544,20101107010310,
2106,,87,Riprap,,,,EXISTING,,,San Jose,99D,Guadalupe River,Guadalupe River,-121.880458,37.292873,,C2,0,DD-0058,,20010607000000,,20110916122544,20101110011119,
2136,,87,Pipe,,,,EXISTING,,,San Jose,99A,Los Gatos Creek,Guadalupe River,-121.903876,37.312987,,C2,0,DD-0089,,20010713000000,,20110916122544,20101106221200,MRF:Outfall isn‘t clearly visible on the orthophoto
141,,87,Riprap,,,,EXISTING,Waterman,,San Jose,99B,Guadalupe River,Guadalupe River,-121.884373,37.307141,,C2,0,MGE,,,,20110916122544,20101106222207,
153,,87,Riprap,,,,EXISTING,,,San Jose,99D,Guadalupe River,Guadalupe River,-121.881015,37.297498,,C2,0,MGE,,,,20110916122544,20101107010217,
2643,,87,Concrete,,,,EXISTING,,,San Jose,35B,Coyote Creek,Coyote,-121.925449,37.411442,,D2,0,MGE,,,,20111020104124,20110925153746,"MRF:Can't locate the outfall from Google Earth or Orthophoto,UPSTREAM STRUCTURES ARE THREE GRATES GOING INTO THIS OUTFALL"
2644,,87,Pipe,,,,EXISTING,,,San Jose,20C,,,-121.964503,37.431037,,D2,0,MGE,,,,20111020104124,20110925153737,
2645,,87,Pipe,,,,EXISTING,,,San Jose,20C,Bay Marsh,,-121.955695,37.43602,,D2,0,MGE,,,,20111020104124,20110925153713,"FOR MORE DETAIL SEE DIPSHEET  ""HIGH-A"""
2646,,87,Pipe,,,,EXISTING,,,San Jose,20C,Bay Marsh,,-121.955673,37.43603,,D2,0,MGE,,,,20111020104124,20110925153704,"FOR MORE DETAIL SEE DIPSHEET  ""HIGH-A"" "
2647,,87,Concrete,,,,EXISTING,,,San Jose,20C,Bay Marsh,,-121.955543,37.435863,,D2,0,MGE,,,,20111020104128,20110925153657,
2650,,87,Pipe,,,,EXISTING,,,San Jose,50D,Guadalupe River,Guadalupe River,-121.937971,37.375692,,D2,0,MGE,,,,20111020104130,20110925153639,0.5' OF DIRT AT MOUTH
2651,,87,Flapgate,,,,EXISTING,,,San Jose,51C,Coyote Creek,Coyote,-121.891907,37.376001,,D3,0,MGE,DD-3271,,,20140411155959,20140411155242,
2652,,87,Pipe,,,,EXISTING,,,San Jose,50D,Guadalupe River,Guadalupe River,-121.941123,37.375417,,D2,0,MGE,,,,20111020104115,20110925153617,
2653,,87,Concrete,,,,EXISTING,,,San Jose,20A,,,-121.958481,37.440208,,D2,0,MGE,,,,20111020104115,20110925153604,"MRF:Can't locate the outfall from Google Earth or Orthophoto,FLAPGATE CLOSED"
2655,,87,Concrete,,,,EXISTING,,,San Jose,34B,,,-121.976583,37.4224,,D2,0,MGE,,,,20111020104115,20110925153555,
2634,,87,Water Way,,,,EXISTING,,,San Jose,50D,Guadalupe River,Guadalupe River,-121.932871,37.3741,,D2,0,MGE,,,,20111020104122,20110925153953,
2635,,87,Concrete,,,,EXISTING,,,San Jose,20C,Bay Marsh,,-121.955418,37.435997,,D2,0,MGE,,,,20111020104123,20110925153939,STAGNANT BECAUSE OUTFALL GATE CLOSED; ALSO THE INVERT IS APPROXIMATE
2636,,87,Flapgate,,,,EXISTING,,,San Jose,51C,Coyote Creek,Coyote,-121.89189,37.376008,,D3,0,MGE,DD-3271,,,20140411160013,20140411155112,
2637,,87,Flapgate,,,,EXISTING,,,San Jose,51C,Coyote Creek,Coyote,-121.891926,37.375994,,D3,0,MGE,DD-3271,,,20140411160019,20140411155142,
2638,,87,Concrete,,,,EXISTING,,,San Jose,20A,,,-121.958487,37.440185,,D2,0,MGE,,,,20111020104123,20110925153900,"MRF:Can't locate the outfall from Google Earth or Orthophoto,FLAPGATE CLOSED"
2639,,87,Concrete,,,,EXISTING,,,San Jose,20C,Bay Marsh,,-121.950287,37.429221,,D2,0,MGE,,,,20111020104124,20110925153841,MRF:locate the outfall from Google Earth
2641,,87,Pipe,,,,EXISTING,,,MILPITAS,5D,,,-121.925324,37.453564,,D2,0,3-12384,DD-3181,20040827000000,,20141222114748,20141222114700,
2642,,87,Flapgate,,,,EXISTING,,,San Jose,5D,,,-121.934275,37.454057,,D3,0,MGE,DD-3263,,,20140224093045,20110925153727,"outfall is a rusted flapgate on the end of an 18"" diameter CMP"
2211,,87,Riprap,,,,EXISTING,,,San Jose,85D,Quimby Creek,Coyote,-121.774833,37.3209,,C2,0,1-8779,,20030305000000,,20110916122545,20110325143824,
2212,,87,Pipe,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.811689,37.394485,,C2,0,DD-0137,,20030312000000,,20110916122545,20110325143825,MRF:Can't locate the outfall from Google Earth or Orthophoto
2213,,87,Water Way,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.810477,37.394959,,C2,0,DD-0137,,20030312000000,,20110916122545,20110325143825,MRF:Can't locate the outfall from Google Earth or Orthophoto
2214,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.809918,37.395138,,C2,0,MGE,,20030312000000,,20110916122545,20110325143826,MRF:Can't locate the outfall from Google Earth or Orthophoto
2215,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.809866,37.396033,,C2,0,DD-0137,,20030312000000,,20110916122545,20110325143827,MRF:Can't locate the outfall from Google Earth or Orthophoto
2217,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.80594,37.395595,,C2,0,DD-0137,,20030312000000,,20110916122545,20110325143828,MRF:Can't locate the outfall from Google Earth or Orthophoto
2218,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.804021,37.395738,,C2,0,DD-0137,,20030312000000,,20110916122545,20110325143828,MRF:Can't locate the outfall from Google Earth or Orthophoto
2219,,87,Pipe,,,,EXISTING,,,San Jose,68C,Lower Silver Creek,Coyote,-121.849428,37.354731,,C2,0,DD-0135,,20020828000000,,20110916122545,20110325143829,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2220,,87,Pipe,,,,EXISTING,,,San Jose,68C,Lower Silver Creek,Coyote,-121.848758,37.354785,,C2,0,DD-0135,,20020828000000,,20110916122545,20110325143830,MRF:Can't locate the Outfall from Google Earth or Orthophoto
2222,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.804653,37.396387,,C2,0,DD-0137,,20030319000000,,20110916122545,20110325143831,MRF:Can't locate the outfall from Google Earth or Orthophoto
2223,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.803413,37.396411,,C2,0,DD-0137,,20030319000000,,20110916122545,20110325143831,MRF:Can't locate the outfall from Google Earth or Orthophoto
2224,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.802914,37.396503,,C2,0,DD-0137,,20030319000000,,20110916122545,20110325143832,MRF:Can't locate the outfall from Google Earth or Orthophoto
2225,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.802847,37.396517,,C2,0,DD-0137,,20030319000000,,20110916122545,20110325143833,MRF:Can't locate the outfall from Google Earth or Orthophoto
2226,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.802819,37.396547,,C2,0,DD-0137,,20030319000000,,20110916122545,20110325143834,MRF:Can't locate the outfall from Google Earth or Orthophoto
80,,87,Riprap,,,,EXISTING,,,San Jose,84C,Coyote Creek,Coyote,-121.863053,37.32796,,C2,0,MGE,,,,20110916122545,20110325143703,MRF:Can't locate the Outfall from Google Earth or Orthophoto
81,,87,Flapgate,,,,EXISTING,,,San Jose,84C,Coyote Creek,Coyote,-121.861675,37.327736,,C2,0,DD-0264,,20021028000000,,20110916122545,20110325143703,MRF: MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls
102,,87,Pipe,,,,EXISTING,,,San Jose,84C,Coyote Creek,Coyote,-121.855927,37.32299,,C2,0,MGE,,,,20110916122545,20110325143703,
117,,87,Pipe,,,,EXISTING,Armco,,San Jose,69C,Lower Silver Creek,Coyote,-121.813081,37.343305,,C2,0,MGE,,,,20110916122545,20110325143704,
126,,87,Riprap,,,,EXISTING,,,San Jose,85A,Lower Silver Creek,Coyote,-121.812008,37.342036,,C2,0,MGE,,,,20110916122545,20110325143704,
127,,87,Riprap,,,,EXISTING,,,San Jose,85A,Lower Silver Creek,Coyote,-121.810338,37.340186,,C2,0,MGE,,,,20110916122545,20110325143704,MRF: MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls
2197,,87,Pipe,,,,EXISTING,,,San Jose,85D,Quimby Creek,Coyote,-121.762208,37.323201,,C2,-1,1-9271,,20020402000000,,20110916122545,20110325143822,
2228,,87,Riprap,,,,EXISTING,,,San Jose,53A,Upper Penitencia Creek,Coyote,-121.801615,37.396104,,C2,0,DD-0137,,20030319000000,,20110916122545,20110325143835,MRF:Can't locate the outfall from Google Earth or Orthophoto
67,,87,Flapgate,,,,EXISTING,Armco,,San Jose,83A,Guadalupe River,Guadalupe River,-121.902187,37.337878,,C2,0,DD-0323,,20031121000000,,20110916122545,20101105030357,MRF:Outfall isn‘t clearly visible on the orthophoto
76,,87,Pipe,,,,EXISTING,Armco,,San Jose,83B,Coyote Creek,Coyote,-121.87099,37.34025,,C2,0,MGE,,,,20110916122545,20101105235153,MRF:Outfall isn‘t clearly visible on the orthophoto
79,,87,Pipe,,,,EXISTING,Calco,,San Jose,83A,Los Gatos Creek,Guadalupe River,-121.899862,37.329305,,C2,0,MGE,,,,20110916122545,20101106231134,MRF:Outfall isn‘t clearly visible on the orthophoto
82,,87,Flapgate,,,,EXISTING,Calco,,San Jose,83C,Los Gatos Creek,Guadalupe River,-121.903012,37.321274,,C2,0,MGE,,,,20110916122545,20101104194816,MRF:Outfall isn‘t clearly visible on the orthophoto
83,,87,Pipe,,,,EXISTING,Calco,,San Jose,83D,Guadalupe River,Guadalupe River,-121.888595,37.316715,,C2,0,MGE,,,,20110916122545,20101110184810,
88,,87,Concrete,,,,EXISTING,Calco,,San Jose,83D,Coyote Creek,Coyote,-121.868393,37.328414,,C2,0,MGE,PP2502,,,20120229095728,20101111191703,MRF:Outfall isn‘t clearly visible on the orthophoto
89,,87,Pipe,,,,EXISTING,Calco,,San Jose,83A,Guadalupe River,Guadalupe River,-121.901077,37.337129,,C2,0,MGE,,,,20110916122545,20101106222655,MRF:Outfall isn‘t clearly visible on the orthophoto
90,,87,Concrete,,,,EXISTING,Calco,,San Jose,83B,Coyote Creek,Coyote,-121.868462,37.336821,,C2,0,MGE,,,,20110916122545,20101106223227,MRF:Outfall isn‘t clearly visible on the orthophoto
2168,,87,Riprap,,,,EXISTING,,,San Jose,83B,Coyote Creek,Coyote,-121.87049,37.340479,,C2,0,DD-0015,,20010924000000,,20110916122545,20101111215238,MRF:Outfall isn‘t clearly visible on the orthophoto
2169,,87,Riprap,,,,EXISTING,,,San Jose,83B,Coyote Creek,Coyote,-121.871563,37.342052,,C2,0,DD-0015,,20010924000000,,20110916122545,20101108224750,MRF:Outfall isn‘t clearly visible on the orthophoto
2246,,87,Riprap,,,,EXISTING,,,San Jose,83B,Coyote Creek,Coyote,-121.870384,37.337915,,C2,0,DD_0145,,20030723000000,,20110916122545,20101106223158,MRF:Outfall isn‘t clearly visible on the orthophoto
129,,87,Riprap,,,,EXISTING,,,San Jose,85A,Flint Creek,Coyote,-121.805637,37.340501,,C2,0,MGE,,,,20110916122545,20110325143705,
130,,87,Riprap,,,,EXISTING,,,San Jose,85A,Ruby Creek,Coyote,-121.804435,37.339142,,C2,0,MGE,,,,20110916122545,20110325143705,
133,,87,Pipe,,,,EXISTING,Armco,,San Jose,84C,Coyote Creek,Coyote,-121.853457,37.322243,,C2,0,MGE,,,,20110916122545,20110325143705,
136,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,85C,Thompson Creek,Coyote,-121.802571,37.317721,,C2,0,DD-0215,,20030926000000,,20110916122545,20110325143706,
137,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,85C,Thompson Creek,Coyote,-121.801104,37.317083,,C2,0,DD-0215,,20080306000000,,20110916122545,20110325143706,
2384,,87,Flapgate,,,,EXISTING,,,San Jose,83A,Los Gatos Creek,Guadalupe River,-121.899053,37.332641,,C2,0,DD-2665,,20080708000000,,20110916122545,20101026182659,"MRF:Outfall isn‘t clearly visible on the orthophoto,MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls"
2385,,87,Flapgate,,,,EXISTING,,,San Jose,83A,Los Gatos Creek,Guadalupe River,-121.899066,37.332573,,C2,0,DD-2665,,20080708000000,,20110916122545,20101106230324,"MRF:Outfall isn‘t clearly visible on the orthophoto,MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls"
2394,,87,Pipe,,,,EXISTING,,,San Jose,99D,Guadalupe River,Guadalupe River,-121.865082,37.293968,,C2,0,3-10720B,,20100514000000,,20110916122545,20101221142101,
110,,87,Pipe,,,,EXISTING,Waterman,,San Jose,83A,Guadalupe River,Guadalupe River,-121.896325,37.330766,,C2,0,MGE,,,,20110916122545,20101106232134,MRF:Outfall isn‘t clearly visible on the orthophoto
95,,87,Pipe,,,,EXISTING,Armco,,San Jose,83C,Los Gatos Creek,Guadalupe River,-121.901131,37.32544,,C2,0,MGE,,,,20110916122545,20101116090630,MRF:Outfall isn‘t clearly visible on the orthophoto
138,,87,Riprap,,,,EXISTING,,,San Jose,85C,Norwood Creek,Coyote,-121.804445,37.32749,,C2,0,MGE,,,,20110916122545,20110325143706,
106,,87,Flapgate,,,,EXISTING,Armco,,San Jose,83C,Guadalupe River,Guadalupe River,-121.891958,37.327934,,C2,0,MGE,DD-3259,,,20140131132303,20140207152641,MRF:Outfall isn‘t clearly visible on the orthophoto
2162,,87,Flapgate,,,,EXISTING,,,San Jose,36D,Berryessa Creek,Lower Penitencia,-121.866348,37.409115,,C2,0,DD-1026,,20010917000000,,20110916122544,20110105150447,MRF: MGE indicates FLAPGATE as 'Y' but cannot find record in CSJ  Flapgates List-2011.xls
2185,,87,Pipe,,,,EXISTING,,,San Jose,36D,Berryessa Creek,Lower Penitencia,-121.877176,37.408886,,C2,0,DD-1025,,20020826000000,,20110916122544,20110105150448,
2199,,87,Riprap,,,,EXISTING,,,San Jose,34B,,,-121.973991,37.41889,,C2,-1,3-4853,,19990702000000,,20111020103950,20110925150632,
2277,,87,Riprap,,,,EXISTING,,,San Jose,67A,Guadalupe River,Guadalupe River,-121.916268,37.360041,,C2,0,MGE,,,,20110916122544,20110107173132,
2282,,87,Concrete,,,,EXISTING,,,San Jose,67A,Guadalupe River,Guadalupe River,-121.900393,37.367408,,C2,0,DD-0341,,20040211000000,,20111020103951,20110925152454,UPSTREAM STRUCTURE FOR THIS OUTFALL IS 2282A AND INVERT=50.92
2288,,87,Pipe,,,,EXISTING,,,San Jose,19D,,,-121.97913,37.429267,,C2,0,DD-0364,,20040320000000,,20111020103952,20110925145658,
2305,,87,Concrete,,,,EXISTING,,,San Jose,67B,Lower Silver Creek,Coyote,-121.866651,37.358552,,C2,0,DD-0606,,20050616000000,,20110916122544,20110105150449,
2319,,87,Pipe,,,,EXISTING,,,San Jose,20C,,,-121.967835,37.433766,,C2,0,DD-2586,,20080226000000,,20111020103953,20110925151426,
2320,,87,Pipe,,,,EXISTING,,,San Jose,20C,,,-121.964641,37.431226,,C2,0,DD-2395,,20080226000000,,20111020103954,20110925152313,
92,,87,Pipe,,,,EXISTING,Waterman,,San Jose,83A,Guadalupe River,Guadalupe River,-121.899385,37.334626,,C2,0,MGE,,,,20110916122544,20101109230548,MRF:Outfall isn‘t clearly visible on the orthophoto
93,,87,Pipe,,,,EXISTING,Waterman,,San Jose,83A,Guadalupe River,Guadalupe River,-121.897901,37.332766,,C2,0,MGE,,,,20110916122544,20101107005200,MRF:Outfall isn‘t clearly visible on the orthophoto
96,,87,Pipe,,,,EXISTING,Armco,,San Jose,83A,Los Gatos Creek,Guadalupe River,-121.899849,37.32941,,C2,0,MGE,,,,20110916122544,20101105030258,MRF:Outfall isn‘t clearly visible on the orthophoto
97,,87,Pipe,,,,EXISTING,Armco,,San Jose,83C,Los Gatos Creek,Guadalupe River,-121.900725,37.326026,,C2,0,MGE,,,,20110916122544,20101116090057,MRF:Outfall isn‘t clearly visible on the orthophoto
98,,87,Pipe,,,,EXISTING,Waterman,,San Jose,83A,Guadalupe River,Guadalupe River,-121.899875,37.33578,,C2,0,MGE,,,,20110916122544,20101026182516,MRF:Outfall isn‘t clearly visible on the orthophoto
99,,87,Pipe,,,,EXISTING,Waterman,,San Jose,83A,Guadalupe River,Guadalupe River,-121.896238,37.331126,,C2,0,MGE,,,,20110916122544,20101107005310,MRF:Outfall isn‘t clearly visible on the orthophoto
100,,87,Riprap,,,,EXISTING,Waterman,,San Jose,83A,Guadalupe River,Guadalupe River,-121.895928,37.330815,,C2,0,MGE,,,,20110916122544,20101107005405,MRF:Outfall isn‘t clearly visible on the orthophoto
103,,87,Pipe,,,,EXISTING,Armco,,San Jose,83C,Los Gatos Creek,Guadalupe River,-121.900405,37.32653,,C2,0,MGE,,,,20110916122544,20101116090302,MRF:Outfall isn‘t clearly visible on the orthophoto
757,,87,Riprap,,,,EXISTING,,,San Jose,144C,Fisher Creek,Coyote,-121.73509,37.211507,,D2,0,3-14778,DD-3260,20060501000000,,20140210113019,20140207150020,
109,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,83A,Guadalupe River,Guadalupe River,-121.892825,37.328747,,C2,0,MGE,,,,20111020103842,20110925150359,MRF:Can't locate the outfall from Google Earth or Orthophoto
761,,87,Pipe,,,,EXISTING,,,San Jose,116B,Upper Silver Creek,Coyote,-121.773185,37.285046,,D2,-1,1-8470,DD-3264,19930428000000,,,20140305143413,
114,,87,Pipe,,,,EXISTING,Calco,,San Jose,83C,Guadalupe River,Guadalupe River,-121.891128,37.327651,,C2,0,MGE,,,,20110916122544,20101106230952,MRF:Outfall isn‘t clearly visible on the orthophoto
764,,87,Pipe,,,,EXISTING,,,San Jose,100D,Coyote Creek,Coyote,-121.818788,37.290177,,D3,0,MGE,DD-3268,,,,20140307112935,
1004,,87,Riprap,,,,EXISTING,,,San Jose,127B,Ross Creek,Guadalupe River,-121.918347,37.248039,,C2,0,MGE,,,,20110916122544,20110612111222,MRF: MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls
1005,,87,Flapgate,,,,EXISTING,Waterman,,San Jose,127B,Lone Hill Creek,Guadalupe River,-121.916284,37.247818,,C2,0,MGE,,,,20110916122544,20110612111223,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1006,,87,Riprap,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.874803,37.231915,,C2,0,MGE,,,,20110916122544,20110612111223,
1008,,87,Riprap,,,,EXISTING,,,San Jose,128D,Golf Creek,Guadalupe River,-121.872165,37.232804,,C2,0,MGE,,,,20110916122544,20110612111224,
1011,,87,Riprap,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.873067,37.227152,,C2,0,MGE,,,,20110916122544,20110612111224,
1012,,87,Riprap,,,,EXISTING,,,San Jose,154B,Golf Creek,Guadalupe River,-121.869195,37.204693,,C2,0,TR5472,,19740203000000,19750202000000,20110916122544,20110612111224,MRF:Can't locate the Outfall from Google Earth or Orthophoto
765,,87,Pipe,,,,EXISTING,,,San Jose,69C,Ruby Creek,Coyote,-121.790544,37.346166,,D3,0,MGE,DD-3269,,,20140307154311,20140307155115,
1013,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.872469,37.205314,,C2,0,TR5472,,19740203000000,19750202000000,20110916122544,20110612111225,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1015,,87,Riprap,,,,EXISTING,,,San Jose,141D,Golf Creek,Guadalupe River,-121.870858,37.205303,,C2,0,TR5472,,19740203000000,19750202000000,20110916122544,20110615024835,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1017,,87,Concrete,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.872151,37.224424,,C2,0,MGE,DD-3282,,,20140627102617,20140627102526,
1018,,87,Riprap,,,,EXISTING,,,San Jose,141B,Golf Creek,Guadalupe River,-121.871617,37.225377,,C2,0,MGE,,,,20110916122544,20110612111226,
1019,,87,Riprap,,,,EXISTING,,,San Jose,141B,Alamitos Creek,Guadalupe River,-121.869574,37.23116,,C2,0,DD-0065,,,,20110916122544,20110612111227,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1020,,87,Flapgate,,,,EXISTING,,,San Jose,141B,Alamitos Creek,Guadalupe River,-121.867139,37.230324,,C2,0,MGE,,,,20120229141609,20110612111227,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1021,,87,Riprap,,,,EXISTING,,,San Jose,141B,Alamitos Creek,Guadalupe River,-121.863587,37.228684,,C2,0,MGE,,,,20110916122544,20110612111228,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1025,,87,Pipe,,,,EXISTING,,,San Jose,128D,Golf Creek,Guadalupe River,-121.872037,37.232807,,C2,0,MGE,,,,20110916122544,20110612111228,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1055,,87,Riprap,,,,EXISTING,,,San Jose,96B,Calabazas Creek,Calabazas,-122.027497,37.299369,,C2,0,TR8276,,,,20110916122544,20110612111229,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1068,,87,Riprap,,,,EXISTING,,,San Jose,128C,Guadalupe Creek,Guadalupe River,-121.889607,37.236493,,C2,0,TR8367,,19910602000000,,20110916122544,20110612111229,
1071,,87,Concrete,,,,EXISTING,,,San Jose,96D,Rodeo Creek,Calabazas,-122.023363,37.296863,,C2,0,TR1819,,19901102000000,,20110916122544,20110612111230,"MRF:Can't locate the Outfall from Google Earth or Orthophoto,MGE indicates FLAPGATE as ‘Y’ but cannot find record in CSJ  Flapgates List-2011.xls"
1075,,87,Pipe,,,,EXISTING,,,San Jose,98D,Los Gatos Creek,Guadalupe River,-121.938156,37.28718,,C2,0,DD-0312,,20021017000000,,20110916122544,20110612111230,MRF:Can't locate the Outfall from Google Earth or Orthophoto
1076,,87,Riprap,,,,EXISTING,,,San Jose,113A,Los Gatos Creek,Guadalupe River,-121.94785,37.273333,,C2,0,PP0851,,19940921000000,,20110916122544,20110612111231,MRF:Can't locate the outfall from Google Earth or Orthophoto
2535,,87,Riprap,,,,EXISTING,,,San Jose,69C,Flint Creek,Coyote,-121.793508,37.349756,,D2,,MGE,,,,20110916122547,20110726094011,MRF:Add the outfall as CITY's  AREA C QAQC
164,,87,Riprap,,,,EXISTING,,,San Jose,100A,Coyote Creek,Coyote,-121.838443,37.307393,,C2,0,MGE,,,,20110916122544,20110902060331,MRF:Can't locate the Outfall from Google Earth or Orthophoto
