STM_O_D_ID,TYPE,PCD_TYPE,PCD_IN_DAT,PCD_MANUF,STATUS,MATERIAL,PURPOSE,USE,LOCATION,OWNER,QTR_PANEL,WIDTH,LENGTH,DEPTH,OUTLET_INV,SHAPE,REC_DRAW,OTH_PN_CRE,OTH_PN_MOD,CONST_DATE,ACCEP_DATE,AT_MOD_DAT,GE_MOD_DAT,MESSAGE
487,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,67D,,,,,,-1,CIP1442,,20060322000000,,20110916122547,20110930221257,
488,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,67D,,,,,,-1,CIP1442,,20060322000000,,20110916122547,20110930221258,
489,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,67D,,,,,,-1,CIP1442,,20060322000000,,20110916122547,20110930221258,
490,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,67D,,,,,,-1,CIP1442,,20060322000000,,20110916122547,20110930221259,
491,Swale,,,,EXISTING,EARTH,Interim,,,Private,67B,,,,,,-1,3-01855,,20100128000000,,20140820123912,20110930221259,
492,Swale,,,,EXISTING,EARTH,Interim,,,Private,67B,,,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221259,
497,Swale,,,,EXISTING,Concrete,Interim,,,Private,67A,,137,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221300,
498,Swale,,,,EXISTING,Concrete,Interim,,,Private,67B,,170,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221300,
499,Swale,,,,EXISTING,Concrete,Interim,,,Private,67B,,128,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221302,
403,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,45,,81.23,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221302,
404,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,46,,80.97,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221303,
405,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,46,,80.71,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221303,
406,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,45,,80.45,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221304,
408,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,,,78,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221305,
409,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,23,,80.55,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221306,
410,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,23,,80.55,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221306,
411,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,7,,79.55,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221306,
412,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,14,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221307,
413,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,14,,80.76,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221307,
414,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,20,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221308,
415,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,20,,80.55,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221308,
22,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,83C,,,,,,0,MGE,,,,20110918155803,20110930221309,MRF:Location and Waterflow can not confirmed
351,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,83C,,,,,,0,DD-2597,,20080701000000,,20110916122547,20110930221310,
416,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,20,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221310,
417,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,20,,80.55,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221311,
418,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,8,,79.55,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221311,
419,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,24,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221311,
420,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,24,,80.83,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221312,
543,Trench Drain,,,,EXISTING,Drain Rock,Interim,OVERLAND RELEASE,EASEMENT,Private,128B,,28,,,,-1,CIP2197,,20080426000000,,20110916122547,20110930221312,
560,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,116C,,7,,,,-1,1-16_GRT_OAKS_PK_GRTO0901,,20020821000000,,20110916122547,20110930221312,
583,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,Private,99D,,34,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221313,
584,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,372,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221313,
407,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,47,,80.17,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221304,
585,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,381,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221313,
588,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,130C,,,,181.68,,0,3-01591,,20040401000000,,20110916122547,20110930221314,
589,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,130C,,,,183.67,,0,3-01591,,20040401000000,,20110916122547,20110930221314,
590,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,20C,,33,,,,0,11-6264,,20110209000000,,20110916122547,20110930221315,
591,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,19D,,918,,,,0,11-6264,,20110209000000,,20110916122547,20110930221315,
592,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,19D,,99,,,,0,11-6264,,20110209000000,,20110916122547,20110930221315,
593,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,19D,,100,,,,0,11-6264,,20110209000000,,20110916122547,20110930221316,
594,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,19D,,127,,,,0,11-6264,,20110209000000,,20110916122547,20110930221316,
595,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,Private,99D,,42,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221316,
62,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,100B,16,,,,Trapezoidal,0,MGE,,,,20110916122547,20110930221316,
63,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,101B,4,,,,V Channel,0,MGE,,,,20110916122547,20110930221317,
64,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,101B,2,,,,Half Round,0,MGE,,,,20110916122547,20110930221317,
87,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,115B,,,,,,0,MGE,,,,20111008093242,20150115141747,
70,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,101B,4,210,,,V Channel,0,MGE,,,,20110916122547,20110930221318,
76,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,101B,7,475,,,V Channel,0,MGE,,,,20110916122547,20110930221318,
114,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,101C,24,810,,,V Channel,0,MGE,,,,20111008093808,20111008160630,
90,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,115B,,,,,,0,MGE,,,,20111008093447,20111008160630,
125,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,EASEMENT,San Jose,128D,,,,,V Channel,0,MGE,,,,20111008144417,20111008160630,MRF:Waterflow can not confirm
86,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,115B,,,,,,0,MGE,,,,20110916122547,20110930221320,
126,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,128D,,,,,,0,MGE,,,,20111008091443,20111008160631,MRF:Waterflow can not confirm
127,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,128D,,,,,,0,MGE,,,,20111008094219,20111008160631,
257,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,2,573,,,V Channel,0,MGE,,,,20111008110210,20111008160640,MRF:Waterflow can not confirm
207,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,53A,,,,,Half Round,0,MGE,,,,20110916122547,20110930221247,
209,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37C,2,,,,V Channel,0,MGE,,,,20110916122547,20110930221248,MRF:Waterflow can not confirm
210,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,3,,,,V Channel,0,1-3279,,19610101000000,19621231000000,20110916122547,20110930221249,
211,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,3,,,,V Channel,0,1-3279,,19610101000000,19621231000000,20110916122547,20110930221249,
212,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,3,,,,V Channel,0,1-3279,,19610101000000,19621231000000,20110916122547,20110930221249,
213,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,3,,,,V Channel,0,1-3279,,19610101000000,19621231000000,20110916122547,20110930221250,
214,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,3,,,,V Channel,0,1-3279,,19610101000000,19621231000000,20110916122547,20110930221250,
215,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37C,3,488,,,,0,MGE,,,,20110916122547,20110930221251,
233,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,2,430,,,V Channel,0,MGE,,,,20110916122547,20110930221251,
234,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,4,150,,,V Channel,0,MGE,,,,20110916122547,20110930221251,
243,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,69A,4,,,,,0,MGE,,,,20110916122547,20110930221251,
244,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,Private,69A,3,,,,V Channel,0,MGE,,,,20110916122547,20110930221252,
245,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,Private,69A,3,,,,V Channel,0,MGE,,,,20110916122547,20110930221252,
246,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,52A,5,,,,V Channel,0,MGE,,,,20110916122547,20110930221252,
165,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,72,,,,,0,MGE,,,,20111008100818,20111008160633,
249,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,,,,,V Channel,0,MGE,,,,20110916122547,20110930221253,MRF:Waterflow can not confirm
484,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,233,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221254,
485,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,157,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221254,
486,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221254,
135,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,143B,6,,,,V Channel,0,MGE,,,,20110916122547,20110930221332,
140,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,Private,143B,,,,,,0,MGE,,,,20110916122547,20110930221333,
141,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,142B,,,,,,0,MGE,,,,20110916122547,20110930221333,
142,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,142B,,,,,,0,MGE,,,,20110916122547,20110930221334,
561,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,116C,,115,,,,-1,1-16_GRT_OAKS_PK_GRTO0901,,20020821000000,,20110916122547,20110930221335,
562,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,117C,,,,566,,-1,1-8476,,20010423000000,,20110916122547,20110930221335,
567,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,114B,,370,,184,V Channel,-1,1-9454,,20040612000000,,20110916122547,20110930221336,
568,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,114B,,180,,166,V Channel,-1,1-9454,,20040612000000,,20110916122547,20110930221336,
569,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,114B,,102,,168,V Channel,-1,1-9454,,20040612000000,,20110916122547,20110930221337,
570,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,114B,,343,,168,,-1,1-9454,,20040612000000,,20110916122547,20110930221337,
571,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,114B,,97,,155,,-1,1-9454,,20040612000000,,20110916122547,20110930221338,
572,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,114B,,,,,,-1,1-9454,,20040612000000,,20110916122547,20110930221338,
573,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,100C,,479,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221339,
574,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,68,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221339,
575,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,100C,,387,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221340,
576,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,100C,,460,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221341,
577,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,419,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221341,
123,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,129A,3,400,,,V Channel,0,MGE,,,,20110916122547,20110930221332,
431,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,35,,77.95,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20111008095640,20111008160643,
432,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,14,,77.95,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20111008095327,20111008160644,
365,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,EASEMENT,San Jose,67A,,,,,,0,DD-2762,,20100528000000,,20111008100333,20111008160642,
441,Trench Drain,,,,EXISTING,Drain Rock,Permanent,OVERLAND RELEASE,SCHOOL,Private,99C,8,100,,,,-1,3-07253M,,20050605000000,,20111008094007,20111008160644,MRF:Shape not sure
429,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,52,,78.89,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20111008095929,20111008160642,
430,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,26,,78.89,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20111008100145,20111008160643,
154,Valley Gutter,,,,EXISTING,Concrete,Permanent,STREET DRAIN,EASEMENT,San Jose,35A,4,225,,,,0,MGE,,,,20111008095823,20111008160632,
155,Valley Gutter,,,,EXISTING,Concrete,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,35A,4,146,,,,0,MGE,,,,20111008143713,20111008160632,
84,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,115B,,,,,,0,MGE,,,,20110930230705,20111008160628,
85,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,115B,,,,,,0,MGE,,,,20110930230719,20111008160628,
5,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,112B,1,,,,V Channel,0,MGE,,,,20111008091728,20111008160628,
913,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,San Jose,144C,,,,,,0,3-14778,DD-3260,20060501000000,,20140210113030,20140210110025,
914,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,114B,36,,,150.6,Trapezoidal,-1,3-18192,,20110611000000,,,20140213103510,feature listed as bio-swale
915,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,114B,36,,,151.6,Trapezoidal,-1,3-18192,,20110611000000,,20140213104325,20140213103852,feature listed as bio-swale
179,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,157A,,,,,V Channel,0,MGE,,,,20111008103802,20140129075537,
916,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,114B,36,,,151.55,Trapezoidal,-1,3-18192,,20110611000000,,,20140213104300,
578,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,464,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221342,
579,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,166,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221342,
580,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,445,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221342,
581,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,250,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221343,
582,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,100C,,397,,,,-1,3-10720G,,20040506000000,,20110916122547,20110930221343,
473,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,90,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221344,
474,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,159,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221345,
475,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,50,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221346,
476,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,53,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221346,
480,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,60,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221347,
481,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,99,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221347,
482,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,148,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221348,
483,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,256,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221348,
421,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,23,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221349,
422,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,23,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221349,
423,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,22,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221350,
424,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,23,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221351,
541,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,96B,,,,,,-1,3-12797,,20081018000000,,20110916122547,20110930221352,
542,Trench Drain,,,,EXISTING,Drain Rock,Interim,STREET DRAIN,EASEMENT,Private,127B,,,,261.83,,-1,1-9835,,20071220000000,,20110916122547,20110930221352,
1,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,112B,10,180,,,,0,MGE,,,,20110916122547,20110930221353,
2,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,98A,,,,,V Channel,0,MGE,,,,20110916122547,20110930221353,MRF:Waterflow can not confirm
252,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,2,549,,,V Channel,0,MGE,,,,20110916122547,20110930221226,MRF:Waterflow can not confirm
253,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,2,25,,,V Channel,0,MGE,,,,20110916122547,20110930221227,MRF:Waterflow can not confirm
254,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,2,505,,,V Channel,0,MGE,,,,20110916122547,20110930221227,
255,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,2,220,,,V Channel,0,MGE,,,,20110916122547,20110930221227,MRF:Waterflow can not confirm
258,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,2,656,,,V Channel,0,MGE,,,,20110916122547,20110930221228,MRF:Waterflow can not confirm
259,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,4,33,,,V Channel,0,MGE,,,,20110916122547,20110930221228,MRF:Waterflow can not confirm
109,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,Private,116C,20,72,,,Half Round,0,MGE,,,,20110930231101,20111008160627,
262,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,3,50,,,V Channel,0,MGE,,,,20110916122547,20110930221229,MRF:Waterflow can not confirm
263,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,37D,2,,,,V Channel,0,MGE,,,,20110916122547,20110930221229,
264,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,37D,4,21,,,V Channel,0,MGE,,,,20110916122547,20110930221229,MRF:Waterflow can not confirm
265,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,52B,6,510,,,V Channel,0,MGE,,,,20110916122547,20110930221230,
266,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,4,550,,,V Channel,0,MGE,,,,20110916122547,20110930221230,
267,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,37D,4,726,,,V Channel,0,MGE,,,,20110916122547,20110930221230,MRF:Waterflow can not confirm
