STM_O_D_ID,TYPE,PCD_TYPE,PCD_IN_DAT,PCD_MANUF,STATUS,MATERIAL,PURPOSE,USE,LOCATION,OWNER,QTR_PANEL,WIDTH,LENGTH,DEPTH,OUTLET_INV,SHAPE,REC_DRAW,OTH_PN_CRE,OTH_PN_MOD,CONST_DATE,ACCEP_DATE,AT_MOD_DAT,GE_MOD_DAT,MESSAGE
103,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,115D,2,,,,V Channel,0,MGE,,,,20110916122547,20110930221325,
104,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,115D,2,,,,V Channel,0,MGE,,,,20110916122547,20110930221326,
105,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,116A,,,,,V Channel,0,MGE,,,,20110916122547,20110930221326,
106,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,116A,,,,,V Channel,0,MGE,,,,20110916122547,20110930221326,
107,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,116C,,,,,V Channel,0,MGE,,,,20110916122547,20110930221327,
108,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,116C,,,,,V Channel,0,MGE,,,,20110916122547,20110930221327,
110,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,Private,116C,,125,,,,0,MGE,,,,20110916122547,20110930221328,
111,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,Private,116C,27,20,,,Half Round,0,MGE,,,,20110916122547,20110930221328,
112,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,116C,28,390,,,Half Round,0,MGE,,,,20110916122547,20110930221329,
113,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,Private,116C,20,20,,,V Channel,0,MGE,,,,20110916122547,20110930221330,
115,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,101C,24,540,,,V Channel,0,MGE,,,,20110916122547,20110930221331,
116,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,101D,24,,,,V Channel,0,MGE,,,,20110916122547,20110930221331,
117,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,101D,24,1038,,,V Channel,0,MGE,,,,20110916122547,20110930221331,
122,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,129A,3,300,,,V Channel,0,MGE,,,,20110916122547,20110930221332,
508,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221358,
509,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221359,
510,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221359,
511,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221400,
512,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221400,
513,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221400,
514,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221401,
515,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221401,
518,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,24,,,,-1,1-16_LK_CUNNG_PK_DEST3636,,20071108000000,,20110916122547,20110930221401,
519,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,22,,,,-1,1-16_LK_CUNNG_PK_DEST3636,,20071108000000,,20110916122547,20110930221402,
520,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,25,,,,-1,1-16_LK_CUNNG_PK_DEST3636,,20071108000000,,20110916122547,20110930221402,
521,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,25,,,,-1,1-16_LK_CUNNG_PK_DEST3637,,20071108000000,,20110916122547,20110930221402,
522,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,25,,,,-1,1-16_LK_CUNNG_PK_DEST3637,,20071108000000,,20110916122547,20110930221403,
523,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,25,,,,-1,1-16_LK_CUNNG_PK_DEST3637,,20071108000000,,20110916122547,20110930221403,
524,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,25,,,,-1,1-16_LK_CUNNG_PK_DEST3637,,20071108000000,,20110916122547,20110930221404,
525,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,25,,,,-1,1-16_LK_CUNNG_PK_DEST3637,,20071108000000,,20110916122547,20110930221404,
526,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,85A,,25,,,,-1,1-16_LK_CUNNG_PK_DEST3636,,20071108000000,,20110916122547,20110930221404,
456,Trench Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,83A,,20,,78.24,,-1,1-16_ARENA_GREEN_GDRV1594,,19940621000000,,20110916122547,20110930221405,
428,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,16,,80.67,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221406,
457,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,67B,,,,,,0,1-16_WATSON_PARK_C-DR-1,,20090128000000,,20110916122547,20110930221407,
458,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,67B,,,,,,0,1-16_WATSON_PARK_C-DR-1,,20090128000000,,20110916122547,20110930221408,
459,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,67B,,,,,,0,1-16_WATSON_PARK_C-DR-1,,20090128000000,,20110916122547,20110930221409,
181,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,157A,,,,,V Channel,0,MGE,,,,20111008104039,20111008160636,
182,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,157A,,,,,V Channel,0,MGE,,,,20111008104149,20111008160636,
184,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,144C,,,,,Rectangular,0,MGE,,,,20111008104420,20111008160636,
188,Valley Gutter,,,,EXISTING,Concrete,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,35D,,,,,,0,MGE,,,,20111008104629,20111008160637,
203,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,51D,12,,,,,0,MGE,,,,20111008104916,20111008160637,
205,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,53A,,,,,Half Round,0,MGE,,,,20111008142227,20111008160637,
206,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,53A,,,,,Half Round,0,MGE,,,,20111008143431,20111008160638,
208,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,53A,,,,,Half Round,0,MGE,,,,20111008105658,20111008160639,
224,Swale,,,,EXISTING,Concrete,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,67B,,,,,,0,MGE,,,,20111008105818,20111008160639,
248,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,37D,,,,,V Channel,0,MGE,,,,20111008110027,20111008160639,MRF:Waterflow can not confirm
311,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,48,,,,Trapezoidal,0,DD-0066,,20010622000000,,20111008101803,20111008160640,
312,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,141D,,,,,V Channel,0,DD-0067,,20010629000000,,20111008101143,20111008160641,
321,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,53A,,,,,Half Round,0,MGE,,20030312000000,,20111008100844,20111008160641,
342,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,EASEMENT,San Jose,101C,5,150,,,Rectangular,-1,1-9168,,20050502000000,,20110916122547,20110930221625,
553,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,116B,,72,,,,-1,1-8841,,19970918000000,,20110916122547,20110930221626,
720,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,SCHOOL,San Jose,115B,,,,,,0,MGE,,,,20110916122547,20110930221626,
721,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,117A,,,,,,0,MGE,,,,20110916122547,20110930221627,
722,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,117A,,,,,,0,MGE,,,,20110916122547,20110930221627,
723,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,117A,,,,,,0,MGE,,,,20110916122547,20110930221628,
725,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,157A,,,,,,0,MGE,,,,20110916122547,20110930221630,
726,Swale,,,,EXISTING,EARTH,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,157A,,,,,,0,MGE,,,,20110916122547,20110930221630,
727,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,PARK,San Jose,116C,,,,,,0,MGE,,,,20110916122547,20110930221631,
596,Swale,,,,EXISTING,EARTH,Interim,OVERLAND RELEASE,EASEMENT,San Jose,155A,,,,,,0,MGE,,,,20110916122547,20110930221632,"MRF:Geometry Collection,from overland_drain ID=168.Delete?"
471,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,106,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221418,
472,Swale,,,,EXISTING,EARTH,Interim,,PARK,San Jose,51B,,127,,,,-1,1-16_FLCKNGER_PK_FLCK0584,,19850831000000,,20110916122547,20110930221419,
286,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,50D,4,200,,,,0,MGE,,,,20110916122547,20110930221420,
287,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,50D,4,150,,,,0,MGE,,,,20110916122547,20110930221421,
299,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,San Jose,66B,4,1935,,,,0,MGE,,,,20110916122547,20110930221422,
303,Swale,,,,EXISTING,Concrete,Interim,,,San Jose,19D,,,,,,0,D-0050,,20010601000000,,20110916122547,20110930221423,
304,Swale,,,,EXISTING,Concrete,Interim,,,San Jose,19D,,,,,,0,D-0050,,20010601000000,,20110916122547,20110930221424,
306,Swale,,,,EXISTING,Concrete,Interim,,,San Jose,19D,,,,,,0,D-0050,,20010601000000,,20110916122547,20110930221424,
307,Swale,,,,EXISTING,Concrete,Interim,,,San Jose,19D,,,,,,0,D-0050,,20010601000000,,20110916122547,20110930221425,
340,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,,San Jose,19D,8,150,,,,0,MGE,,,,20110916122547,20110930221425,
341,Valley Gutter,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,,San Jose,19D,4,372,,,,0,MGE,,20070310000000,,20110916122547,20110930221426,
516,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,STREET DRAIN,PARK,San Jose,84B,,,,,,-1,1-16_LK_CUNNG_PK_DEST3635,,20071108000000,,20110916122547,20110930221427,
433,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,25,,79.01,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221428,
434,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,25,,78.01,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221429,
435,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,10,,77.69,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221430,
436,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,11,,77.69,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221430,
437,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,20,,77.69,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221431,
438,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,4,12,,77.98,Rectangular,-1,1-16_ARENA_GREEN_TIAG0498,,19980720000000,19990719000000,20110916122547,20110930221432,
362,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,99D,,,,,,0,MGE,,20100514000000,,20110916122547,20110930221440,
400,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,44,,81.29,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20101221121008,20110930221440,
401,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,43,,81.09,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221441,
402,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,44,,79.73,,-1,1-16_ARENA_GREEN_CPAG0300,,20000602000000,20010601000000,20110916122547,20110930221441,
425,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,22,,80.45,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221442,
426,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,6,22,,,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221443,
427,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,OVERLAND RELEASE,PARK,San Jose,83A,,6,,79.56,Rectangular,-1,1-16_ARENA_GREEN_GDRV1694,,19940621000000,,20110916122547,20110930221444,
559,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,OVERLAND RELEASE,PARK,San Jose,116C,,130,,,,-1,1-16_GRT_OAKS_PK_GRTO0901,,20020821000000,,20110916122547,20110930221223,
496,Swale,,,,EXISTING,Concrete,Interim,,,Private,67A,,103,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221223,
502,Swale,,,,EXISTING,Concrete,Interim,,,Private,67B,,98,,,,-1,3-01855,,20070223000000,,20110916122547,20110930221223,
220,Swale,,,,EXISTING,Concrete,Permanent,,EASEMENT,Private,67B,,,,,,0,MGE,,,,20110916122547,20110930221224,
221,Swale,,,,EXISTING,Concrete,Permanent,,EASEMENT,Private,67B,,,,,,0,MGE,,,,20110916122547,20110930221224,
222,Swale,,,,EXISTING,Concrete,Permanent,,EASEMENT,Private,67B,,,,,,0,MGE,,,,20110916122547,20110930221225,
366,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,67A,,,,,,0,DD-2754,,20100602000000,,20110916122547,20110930221225,
367,Valley Gutter,,,,EXISTING,Concrete,Interim,STREET DRAIN,RIGHT-OF-WAY,San Jose,36C,,,,,,0,DD-2037,,20100603000000,,20110916122547,20110930221225,
368,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,EASEMENT,San Jose,51C,,,,,,0,DD-2755,,20100603000000,,20110916122547,20110930221225,
369,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,EASEMENT,San Jose,51C,,,,,,0,DD-2755,,20100603000000,,20110916122547,20110930221225,
700,Swale,,,,EXISTING,Concrete,Interim,,,San Jose,50D,,,,,,0,MGE,,,,20110916122547,20110930221226,MRF:MGE feature without any attribute
343,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,50D,,,,,,0,CAL101,DD-2356,20080409000000,,20110916122547,20110930221226,
344,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,RIGHT-OF-WAY,San Jose,50D,,,,,,0,DD-2356,CAL101,20080409000000,,20110916122547,20110930221226,
250,Swale,,,,EXISTING,EARTH,Permanent,STREET DRAIN,RIGHT-OF-WAY,San Jose,37D,,,,,V Channel,0,MGE,,,,20110916122547,20110930221226,MRF:Waterflow can not confirm
555,Swale,,,,EXISTING,Concrete,Interim,OVERLAND RELEASE,RIGHT-OF-WAY,Private,116B,,,,,,-1,1-8371,,19920314000000,,20110916122547,20110930221222,
748,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,,60,23,4,105.5,Trapezoidal,-1,3-00173M,,,20100505000000,,20121025102620,
749,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,,60,25,4,105.5,Trapezoidal,-1,3-00173M,,,20100505000000,,20121025102821,
803,Trench Drain,,,,EXISTING,,,,,Private,100C,1,78,,,,-1,3-06380,,20111013000000,,20130108101843,20130108100755,
801,Trench Drain,,,,EXISTING,,,,,Private,100C,1,98,,,,-1,3-06380,,20111013000000,,20130108101843,20130108103512,
802,Trench Drain,,,,EXISTING,,,,,Private,100C,1,94,,,,-1,3-06380,,20111013000000,,20130108101843,20130108103442,
804,Trench Drain,,,,EXISTING,,,,,Private,100C,1,75,,,,-1,3-06380,,20111013000000,,20130108101844,20130108103713,
805,Trench Drain,,,,EXISTING,,,,,Private,100C,1,95,,,,-1,3-06380,,20111013000000,,20130108103915,20130108103936,
884,Swale,,,,EXISTING,,,,,Private,35C,,,,,,0,3-07781,,20120720000000,,20130227115533,20130227115029,
858,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,,,-1,3-04527E,,20111101000000,,20130130111305,20130125114641,
859,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,,,-1,3-04527E,,20111101000000,,20130130113216,20130125114743,
885,Swale,,,,EXISTING,,,,,Private,35C,,,,,,0,3-07781,,20120720000000,,20130227154108,20130227115243,
830,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,99,,-1,3-04527E,,20111101000000,,20130130112715,20130125102231,
831,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,,,-1,3-04527E,,20111101000000,,20130130112405,20130125103117,
857,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,99,,-1,3-04527E,,20060114000000,,20130129134017,20130125113530,
835,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,99,,-1,3-04527E,,20111101000000,,20130130112854,20130125104139,
887,French Drain,,,,EXISTING,DRN RCK PRF PIP,Interim,,SCHOOL,Private,51C,,14,24,56.28,,-1,3-10059,,20120310000000,,,20130927092344,
837,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,99,,-1,3-04527E,,20111101000000,,20130130113053,20130125104225,
845,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,99,,-1,3-04527E,,20060114000000,,20130129132058,20130125110242,
888,French Drain,,,,EXISTING,DRN RCK PRF PIP,Permanent,,SCHOOL,Private,51C,,28,24,56.28,,-1,3-10059,,20120310000000,,,20130927110515,
893,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,117C,,,,635,Trapezoidal,-1,1-8472,,19940502000000,,,20131031144739,
730,Valley Gutter,,,,EXISTING,EARTH,Permanent,,,San Jose,130A,4,,,,,,DD-3049,,,,,20120411134055,
731,Trench Drain,,,,EXISTING,EARTH,Permanent,,,San Jose,130A,4,,,,,,DD-3049,,,,,20120411151243,
735,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,18,,61.51,,-1,3-18232A,,,,,20120525112643,
737,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,53,,61.73,,-1,3-18232A,,,,,20120525112753,
738,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,61,,61.48,,-1,3-18232A,,,,,20120525113045,
739,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,35,,,,-1,3-18232A,,,,,20120525113154,
741,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,98,,,,-1,3-18232A,,,,,20120525125056,
743,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,84,,,,-1,3-18232A,,,,,20120525130253,
744,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,40,,,,-1,3-18232A,,,,,20120525130218,
745,Valley Gutter,,,,EXISTING,Concrete,Interim,,EASEMENT,Private,67A,,10,,,,-1,3-18232A,,,,,20120525130218,
875,French Drain,,,,EXISTING,,,,,Private,67C,6,,,,,,3-04527E,,20111101000000,,20130130113801,20130130091359,
876,,,,,EXISTING,,,,,Private,66D,4,,,,,-1,3-04527E,,20111101000000,,20130130115048,20130130114212,Subdrain
840,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,,,-1,3-04527E,,20111101000000,,20130130112121,20130125104721,
877,,,,,EXISTING,,,,,Private,66D,4,,,,,-1,3-04527E,,20111101000000,,20130130114955,20130130114411,Subdrain
848,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,99,,-1,3-04527E,,20111101000000,,20130130111249,20130125112523,
849,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,99,,-1,3-04527E,,20111101000000,,20130130113444,20130125112524,
878,French Drain,,,,EXISTING,,,,,Private,66D,4,,,,,-1,3-04527E,,20111101000000,,20130130114933,20130130114500,
879,,,,,EXISTING,,,,,Private,66D,4,,,,,-1,3-04527E,,20111101000000,,20130130115014,20130130114621,Subdrain
880,French Drain,,,,EXISTING,,,,,Private,67C,4,,,,,-1,3-04527E,,20111101000000,,20130130114915,20130130114730,
881,,,,,EXISTING,,,,,Private,99D,,,,,,-1,3-02737A,,20111009000000,,20130205150037,20130205110405,curb drain
886,Valley Gutter,,,,EXISTING,Concrete,Interim,,,Private,99D,,,,,V Channel,,3-02737A,,20111009000000,,20130910103957,20130910103757,
895,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,117C,,,,638.5,Rectangular,-1,1-8472,,19940502000000,,,20131031152934,
896,Swale,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,San Jose,102A,,,,,,0,3-14765,DD-3232,20020612000000,,20140207085947,20131126144153,
728,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,Private,101B,5,100,8,285.6,Trapezoidal,0,3-16229,,20110810000000,,20120301155705,20120217135536,"with 6"" Perforated Pipe"
729,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,EASEMENT,Private,101B,5,100,8,286.8,Trapezoidal,0,3-16229,,20110810000000,,20120301155711,20120217135721,"with 6"" Perforated pipe"
751,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,68D,60,33,4,104.5,Trapezoidal,-1,3-00173M,,,20100505000000,20121025155729,20121025155736,
752,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,68D,60,37,4,104.5,Trapezoidal,-1,3-00173M,,,20100505000000,20121025154409,20121025155623,
753,Swale,,,,EXISTING,EARTH,Permanent,OVERLAND RELEASE,,Private,68D,60,43,4,104.5,Trapezoidal,-1,3-00173M,,,20100505000000,20121025154409,20121025155806,
755,Trench Drain,,,,EXISTING,EARTH,Interim,,,San Jose,67A,,63,,,,-1,3-18470A,,20100509000000,,20121127091811,20121127091637,
796,Swale,,,,EXISTING,,,,,Private,100C,6,27,,,,-1,3-06380,,20111013000000,,20130108101843,20130108100755,
799,Swale,,,,EXISTING,,,,,Private,100C,6,27,,,,-1,3-06380,,20111013000000,,20130108101843,20130108100755,
797,Swale,,,,EXISTING,,,,,Private,100C,6,27,,,,-1,3-06380,,20111013000000,,20130108101843,20130108100755,
800,Swale,,,,EXISTING,,,,,Private,100C,6,27,,,,-1,3-06380,,20111013000000,,20130108101844,20130108100755,
866,French Drain,,,,EXISTING,,,,,Private,66D,6,,,,,-1,3-04527E,,20111101000000,,20130130113709,20130130091251,
868,Trench Drain,,,,EXISTING,,,,,Private,66D,,,,,,-1,3-04527E,,20060114000000,,20130129134321,20130129134142,
891,Trench Drain,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,Private,117A,,,,595.85,Rectangular,0,3-09967,,20120727000000,,20131021144946,20131021110102,
870,,,,,EXISTING,,,,,Private,66D,,,,,,-1,3-04527E,,20111101000000,,20130130105632,20130129152547,Subdrain
889,Trench Drain,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,Private,117C,,,,600.7,Rectangular,0,3-09967,,20120727000000,,20131021110132,20131021105848,
874,,,,,EXISTING,,,,,Private,66D,,,,,,-1,3-04527E,,20111101000000,,20130130105721,20140519090843,Subdrain
890,Trench Drain,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,Private,117C,,,,599.29,Rectangular,0,3-09967,,20120727000000,,,20131021110025,
892,Trench Drain,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,Private,117C,,,,603.1,Rectangular,0,3-09967,,20120727000000,,20131021144251,20131021113911,
897,Swale,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,,San Jose,102A,,,,,,0,3-14765,DD-3232,20020612000000,,20140207085952,20131126144315,
814,French Drain,,,,EXISTING,,,,,Private,66D,6,,,99,,-1,3-04527E,,20060114000000,,20130129092311,20130123112300,
901,Valley Gutter,,,,EXISTING,Concrete,Permanent,OVERLAND RELEASE,EASEMENT,Private,86C,,,6,518.6,Rectangular,-1,1-9481,,20061107000000,,20140103133358,20140103132103,
